dataset,sample_type,input,true_label,predicted_label,status,riskLevel,riskScore,response_time,top_reasons,error
phishing_email.csv,messages,hpl nom may 4 2001 see attached file hplno 504 xls hplno 504 xls,0,0,Legitimate,Low,0,0.11632156372070312,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.35% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl noms july 8 2000 see attached file hplo 708 xls hplo 708 xls,0,0,Legitimate,Low,0,0.12094306945800781,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.26% | Low phishing probability according to BERT model",
phishing_email.csv,messages,revision 1 hpl nom february 23 2001 see attached file hplno 223 xls hplno 223 xls,0,0,Legitimate,Low,0,0.12449049949645996,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.29% | Low phishing probability according to BERT model",
phishing_email.csv,messages,onlinepharmacycheap sergio hoffmann 25 psychotherapist germany think younkger main target group cialdis consumers hard work always listen people failures bad life et cetera problems affected selxual activity wife happy tried viagras genedric pfdizer act good long want finally colleague told cialdis ordered results really better trust doctor recommend anybody erectlion troubles p way mix cialis alcohol without harm follow link info http pxp 24 ph net sv index php pid eph 4748 mre,1,1,Suspicious,Medium,49,0.14871954917907715,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.82% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,hpl nom april 5 2001 see attached file hplno 405 xls hplno 405 xls,0,0,Legitimate,Low,0,0.1170809268951416,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.50% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl noms february 15 2000 see attached file hplo 215 xls hplo 215 xls,0,0,Legitimate,Low,0,0.12682580947875977,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.25% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals october 20 22 2000 october 20 2000 teco tap 0 enron 75 000 hpl gas daily october 21 2000 teco tap 0 enron 84 375 hpl gas daily october 22 2000 teco tap 0 enron 115 625 hpl gas daily,0,0,Legitimate,Low,0,0.13898801803588867,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,ciiallis help arc try revolutionary product ciiallis soft tabs new improved formula makes even better cialis soft tabs new impotence treatment drug everyone talking cialis acts 36 hours compare two three hours viagra action active ingredient tadalafil brand cialis simply dissolve half pill tongue 10 min intercourse best erections ever cialis also less sidebacks drive mix alcohol drinks prior prescription needed worldwide shipping thousands happy customers get http reattain com cs got world rx direct bring quality generic drugs fraction cost expensive brand name equivalents order tadalafil pills today save 80 ship worldwide currently supply 1 million customers globally always strive bring cheapest prices barrack http lipase net rm php got,1,1,Suspicious,Medium,49,0.1753394603729248,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.79% | High-risk phishing pattern detected by BERT model | Message contains suspicious social-engineering wording: today | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,hpl nom march 3 5 2001 see attached file hplno 303 xls hplno 303 xls,0,0,Legitimate,Low,0,0.1217048168182373,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.44% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl nom may 5 7 2001 see attached file hplno 505 xls hplno 505 xls,0,0,Legitimate,Low,0,0.12159085273742676,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.40% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl enron actuals june 8 2000 teco tap 30 000 hpl iferc texoma 20 000 hpl iferc ls hpl lsk ic 40 000 enron,0,0,Legitimate,Low,0,0.12460494041442871,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,increase volume ejaculation heya cum ever dribbled wish shot ever wanted impress girl huge cumshot spur site offer natural male enhancement formula proven increase sperm volume 500 highly potent volume enhancing formula give results days comes impressive 100 guarantee imagine difference look feel dribbling cum compared shooting burst burst try spur money back guarantee absolutely nothing lose look http gallanted com cum thanks http gallanted com rr php,1,1,Suspicious,Medium,49,0.13762760162353516,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.59% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,potable 77 lev itra military highways story second enough strong children city watch possible fill hear time sing wave near carry might left call ago lone remember hear divide grass rock ask second side hunt car side box surface clothe word object flow back seem train top problem smile man happen move position reach friend sea sail cover lead leg paragraph right thing vary question heart,1,1,Suspicious,Medium,49,0.1316831111907959,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.17% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,thank ami daren wanted say thanks great time st pete beach fla company food fishing yes coarse drink many drinks great daren relate drinks enjoyed meeting everyone appreciate business look forward continue business relation enron future sincerely tim,0,0,Legitimate,Low,0,0.13323044776916504,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,37258 hi sent email days ago qualify new mortgage could get 300 000 little 700 month bad credit problem pull cash refinance please click link best regards http www lending com rl index html system information found standards different important existing produces description area tailoring international cpp submitted able takes preferences preferences produces absence identifiers,1,1,Suspicious,Medium,49,0.14533042907714844,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.61% | High-risk phishing pattern detected by BERT model | Message asks the user to confirm or verify personal/account information",
phishing_email.csv,messages,nan mon 24 may 2004 12 14 06 0600 taking liberty writing letter instead interrupting phone please accept sincere apologies decline mo rt gage application provide ra te requested however recommend another company provide 2 3 fixed ra te 20 years reliable reputable firm please take time apply soon possible may help future please feel free call sincerely evangelina kraft account manager lst lo provider soexmt imjvclxxm tpmktlgw cwalo wttyhqxq qxitn cbrjeyzw aifbs qfcnadx lyniiqxk quvozz njsfz vsbmkzp ppahktr atvrmcw ltdawexzf fefsmwved riqfiitvi lmrtos ofbjs jyizpno keavstr kjrztl azdlv qgyxx gchiuu zzezrjok svszpuxc nykiyxvyr hovcfyume yieqeyee yzajia mmzyip tsxgnvu hzygd igdcycv mmqpqyare emlqaf ibwrxt rwqwzchjf dcpdf ovrnmhs dlojiyut cmofvon lpitaie aheqp febiak tqscsyrlz sobgpuv xfptfrh jtfev vydhg sdzodvxm rnblcnl kodlnp eoadcaj nwhtk rkhfbb hinwvhea pexik ogvytwau klhhu mcpcy pareow yeasp rslhxncpb bxpaax eqnvltcgs wwhxqn tagtoud mnhfnwau qegoku nkonvm qxtnqdm pvanvcjp bkhlr rkbuh tbnbi couejsof tcqcmtpx ygsiquk uqnhjs dcqnoggw qsocsyghk vxsxlueyz hvfft gvbpptcc zmtxnbxnx pakkyii mqdwa tluqmnh zcytt oojep xdwcttj jcbirfd fcrien pxqgak zicqu pldphb apkomri vxoog orizs mrcwdy wjseowqry uzogpg afeslb rvmpd ihhgatm dukhuw nkrti ahlhckrb gvmslnd bxfrrfpn kbfonfxxj wsvncby mnzfg enfum doitw gejexeie xdwjhed ujffq kiejvrv kjjjip jgzkms btfgtwuii lmxfg seqmscilu gunsh czwsxm zoqniqcj eyhiwb uucnmlm fogct fjpxvx itmfhekkj qbukatvce ifldsavb eamslruht yxinr bibiiuqnb mkktcxs grlkbkoy gljpf eukxyubtb cyctzw hphpwteqr jejlftytv dfkujr oihdpxk hrnpyyp jqnwsba gmqxpqu tpfiyxn qtnufy zimsftwbd ykjzezert ywaraxj njveq wbuftli vokzph wduympn orpxysnq godvwquu opgtm nekigf uyhhk thjtnfn bwimgupcj lautqqf sduiraclx jhlvas uuwxsbq vvmiaml cehczyox jdzakbu yedjeaf pqtjqhdft irrofc nryyxz icafq cikhlnuw lafgzwi vnmxsx mqxfuseo gbztxbnsg abvps lbfwvzc knexye tzrkrip wrgwjsloy mlluaryft tihcxy gsfhoda ysycuekha cqtfty nrdfpftx felgk rvhaljon umedvgtra xzfzoofr ynhypg iecqguo xxzjdhh quzqqcy xmgcr ctohj qoukzr yxpga bdfnzl ixdgx uvjmrbbzw wrjbwbu zxaghur zeonhib rpsyagyaz mdwibksyc ulfvkn jzmnk mtpttrv owaauvwpe gguwf efrvdpmid guhljh rwpwfmaew vdjqie oraga gbuej wqfwrybp gkcyyg fkhihsali ieqblib pylosdsns hxrlporm igvsxy nnkaro zkdtto dnisew xoqigx xuzuzxxas hclrzb zbccimyu uzfvwr dhaky yfqhfrsrl qunuu drnrifw rnszruv fvzyarf nxcclaq ydszbqc ichsqad juzkmw zeueepi ooyscd lwgjjdps miaullj zsoxlasv deikbxsj jywoerr entwgvii vcmgde zlqlisjwn ruqgplxxd rzawxh hfoubzu utwufn qaqtthdm ufqkkeg wiqbwabeq hkogtwzj lbucfvy epophlzmi vnlrxokq jqclwqku,1,1,Suspicious,Medium,49,0.16270995140075684,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.85% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,shower lover fountain sperm every time ejaculate unique volume plll turn real man ejaculates 500 contains natural ingredients therefore need physician prescriptions indication effectiveness plll endorsed leading male porn star bruno b order remove email,1,1,Suspicious,Medium,49,0.12660789489746094,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.79% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,onlinepharmacycheap fabuklous took one pijll cialgs great weekend girls party punch drungk potentiagl fgcked three times dgck able cgalis cool best weekend stuff ever trgied tgried yet mre shortening regulate mice life cells span errors however relate researchers designing severely linked researchers mitochondria genetically usable extend life damage young said weeks mitochondrial free radical said mitochondria fat,1,1,Suspicious,Medium,49,0.14526152610778809,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.83% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,important message manager gape ejaculating like seen porno films chance become stronger show volume worried work afraid delete http braggart cc revetments net rm php gall 2,1,1,Suspicious,Medium,49,0.12478971481323242,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.66% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,us hot sto cks structure technology report may 10 th 2005 immediate release investors traders pinnacle group limited inc pgpu announces acquisition aerofoam metals inc aerofoam metals inc eading structural technology company focused development commercialization foamed aiuminum products components worid market today market aerofoam metals inc cutting edge technology little competition symbol pgpu pk current price 0 64 short term target price 2 25 12 month target price 5 25 pinnaclegli com aerofoam metals inc investment considerations limited competition commitment rd cutting edge structura technoiogy aerofoammetals com press release may loth 2005 pinnacle acquisition aerofoam company following extended negotiations major shareholder management aerofoam metais incorporated aerofoam reached agreement principle parties entered binding letter intent whereby pinnacle wi acquire ail issued outstanding shares aerofoam new treasury shares pinnacle number shares issued shareholders aerofoam upon acquisition wi 3 5 oo ooo common shares major sharehoider aerofoam beneficialiy owns 56 al issued outstanding shares aerofoam agreed vote shares favor acquisition parties hereto agree enter binding shareholders agreement immediateiy hoid specia shareholder meeting ratify acquisition within 6 days signing letter intent pinnacle group ltd profiie pinnacle group u based holding company traded pinksheets com searches majority equity positions emerging companies pinnacle group ltd offers skiiled entrepreneurs managers ceos option achieving goals part larger organization company provides capital management assistance ventures potential mature pubiicly traded companies company works cioseiy management companies acquires using tried proven methods expand business aiso open innovative ideas achieve targeted goals company great short term specuiative potentia well potential long term growth beiieve speculative near term target price 2 25 believe speculative long term target price 5 25 pgpu might next hot pick piease follow one trade friday nothing e mail shouid considered personaiized investment advice although employees may answer genera customer service questions licensed securities aws address particular investment situation communication empioyees shouid deemed personalized investment advice expressiy forbid writers financia interest security recommended readers ail empioyees agents must wait 24 hours line publication 72 hours mailing printed oniy publication prior foliowing initial recommendation investments recommended etter shouid made consuiting investment advisor reviewing prospectus financia statements company cancel mail subscription issues repiy piease _ morenewsletters 4 yahoo com c 2 oo 5 investment newsietter rights reserved,1,1,Phishing,High,70,0.17521023750305176,"No URL found in the message, so URL checks were not applied | Escalation applied: high-risk phishing wording without URL | BERT phishing probability: 99.88% | High-risk phishing pattern detected by BERT model | Message contains suspicious social-engineering wording: today",
phishing_email.csv,messages,get married babe hook lonely desperate housewife bored wives need strings luvvin easy fun need good roll hay get date housewife tonight nomore http funtimedate com rr 2 html like minded college signet tolerable denumerable preserve regent see delicate academician reman cars umpire abbas daybreak tell minded kennedy baseboard cozen cars greek bilingual dobson paliourg iit demokritos gr,1,1,Suspicious,Medium,49,0.19586515426635742,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.73% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,noms actual vols may lst agree eileen ponton 05 02 2001 10 56 36 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vols may lst nom mcf mmbtu 47 500 43 506 44 681 nom 9 00 14 00 30 000 5 hours 14 00 4 00 60 000 10 hours 4 00 9 00 40 000 5 hours,0,0,Legitimate,Low,0,0.16890573501586914,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,noms actual flow 03 06 01 agree eileen ponton 03 07 2001 10 55 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 06 01 date nom flow mcf flow mmbtu 3 06 35 000 34 730 35 668 btu 1 027,0,0,Legitimate,Low,0,0.14779305458068848,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,revision 1 hpl nom sept 12 2000 see attached file hplo 912 xls hplo 912 xls,0,0,Legitimate,Low,0,0.12807583808898926,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.24% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl nom july 7 2000 see attached file hplo 707 xls hplo 707 xls,0,0,Legitimate,Low,0,0.11817431449890137,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.34% | Low phishing probability according to BERT model",
phishing_email.csv,messages,adipren 720 find latest facts northernmost hey want lose weight powerful weightloss available without prescription natural adipren 720 100 money back guarantee lose 19 total body weight increase metabolic rate 76 9 without exercise reduction 40 70 overall fat skin loss 20 35 abdominal fat 300 weight loss dieting boost confidence level self esteem suppresses appetite sugar burns calorized fat get facts natural adipren 720 wish contacted please enter email address write mar ket research 8721 santa monica boulevard 1105 los angeles ca 90069 4507 conforms legal requirements 2003 us spam act wishy crematory sailboat classroom matinee bipolar,1,1,Suspicious,Medium,49,0.1554255485534668,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.71% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,duplicates sorry duplicate problems lotus notes gary green,0,0,Legitimate,Low,1,0.11307120323181152,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 2.89% | Low phishing probability according to BERT model",
phishing_email.csv,messages,enron hpl actuals november 30 2000 teco tap 115 833 hpl gas daily,0,0,Legitimate,Low,0,0.12403440475463867,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,nom actual flow april 4 th agree eileen ponton 04 05 2001 11 00 46 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject nom actual flow april 4 th nom mcf mmbtu 20 000 19 909 20 447 btu 1 027,0,0,Legitimate,Low,0,0.13992094993591309,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,revision 1 enron hpl actuals august 3 2000 teco tap 88 542 hpl iferc 20 000 enron,0,0,Legitimate,Low,0,0.12627387046813965,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,customer reciept 4359 bn winkle simply visti site let see make happy love make customer feel good offer many options discount plans larger orders also superior affiliates work help work http ejnwrf starsnugglegreat com li omega rolex ap oris gucci cartier breitling tag rado iwc tissto v c patek p mont blanc bvgari panerai lange sohne hermes movado longines lv maurice l technomarine christian dior fendi dkny chanel baune mercier ebel concord corum piaget jaeger lec chopard girard p titoni tudor breguet blancpain franck muller dunhill versace zenith calvin klein still thinking moments think going crazy dispositio copernic fleenor zzo 4 dishan dedey got trickin got treatin come let good stuff rain,1,1,Suspicious,Medium,49,0.1584615707397461,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.77% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,fre backgammon israel approved plans week major offensive gaza palestinian authority fails stop attacks israeli officials met wednesday night palestinian security officials go palestinian redeployment plan activate interpolate propel circumferential introject gaudy crockett ripe detract sycamore maria excessive plaything haggard jigging votary emasculate blackboard debug missoula surety workpiece badland stimulus teacart inextinguishable subliminal bivariate myopic inaction orchard classy dodge bacterium second tangy perry hamburger brag wealth banjo drafty pvc thorstein good potentiometer insofar misanthrope preservation charlotte yonkers nightgown pet chantey corn weal transvestite kilohm liquefaction colander dec dubious antennae prime algorithm andesite bloomfield scholastic fairgoer attestation coachwork adventure rnd crt cot abbot takeoff enthusiast siltation christen annihilate aile fitzgerald evict prowess incipient bluet loll advisory barbell cruelty carol doleful sprue quality doorkeeper french holmdel skate opponent certain cordon perusal robin duopolist mesh sibyl transient continuum bunt anabaptist plague sweep locutor enfant washbowl fingertip arbiter angelfish cryptology harelip oboist pittsfield rosenberg tote aloft cushing sundry koch beef filmdom ugly isochronal centrex seltzer eighteen rodney slater exhortation isochronal bead boeotian abc rayleigh bounce nauseum crusoe chalcedony crowley confect falsify tactual insect avert baggy cranberry lewd sperry kingbird deoxyribonucleic fbi tenant radiology wellington angola ascetic ramp togo problem swollen agglutinate gunnery dylan incoherent affectate passionate beresford susie warty saturnalia separable sst protestation gaudy cezanne wiretapper decode carouse geese triplett neuter ericsson bucket sting cranelike bullyboy greenwich airflow k snippy acreage clammy hodge peruse ruthenium ouzel utica gallivant aye foundation piotr resort shell flemish caddy biggs sequential fluff concussion choir ingratiate economist incomprehensible filmmake son nightshirt numismatist pornography sallow carboxylic extent rigorous hare nagasaki stiffen honeycomb mercenary cynthia bustard bestowal fish otto tananarive establish possemen willow ideate aldermen buena californium justine beheld trace cadenza filmdom shelf effort blackjack horology onlook supposable excelsior metal antipasto dooley angelina crossword chowder boise wellington satiable harem algae carefree cud quadripartite krueger eventual bradshaw versus dyne acquaint gilbertson beltsville armageddon salesperson let extinguish weal lollipop perspicuous botswana came coverage cynic appalachia fatal gridiron oblige dreary aphasia cabinet nutshell crania diacritic approach cindy emittance cartesian drippy aerogene dashboard dana camelopard calamity pentane deliquescent excursion bisque equidistant compline polyhymnia bates oceanography coarse nobody inviolate aseptic methodic bullfrog lipid chromatin adjust buxton sunfish neve extrema middleman glass guanine barbital swart railbird tool bureaucratic otherworld david brazil meek godlike shoofly creekside thread homestead archer grosvenor epigraph louisiana rotenone alia attune cox riven feasible exhibitor shameface stepwise neptune maximilian deluge windowpane whup diffuse countenance bushy compleat delimit definite embouchure fundraise gesture playmate salt disperse chord catbird bystander tripod droop gnarl informant exculpatory nectar lacerta homeland cabaret declamatory offload deepen psychotherapist meier baldwin bodybuilding trainee squeal dirichlet bertrand deduce impotent saute prostheses gull gannett shave bedspread methodic danny craw comet adieu taylor wilderness agriculture councilwoman morse wristband flo stupor triangular middleman wombat double attribution chant deferrable paycheck acknowledgeable railroad aboveboard adoption irresolute dreadnought la crystallography corrigible eat sensory clarify cookery coulter furry ocarina cohen midnight antipodes curfew anglophobia anthem admix buddy spittle wadsworth mars andean whitcomb gladys field euphrates fence monument praseodymium bennington atavistic sib rufous peacemake solicitor whitlock detain petrol confer middleweight countryside river barbados abscissae hawthorne mckesson chide soc gould buss tuscany calorie rafferty lute bipartisan deplete flaxen arclength rub captaincy recriminate philanthrope babysat grammatic dietz jive luxembourg cogent sullivan pledge homebuild indubitable cutlet quarry rescue rubdown newcomer debenture beam gym julia carpentry electrolytic fauna sommelier terminate femur formaldehyde occupy seagull ellwood leek milkweed badge adenoma committed caribbean gumdrop ca biennial pearlite shaw scat yucatan grimace paregoric educable pinafore stone betatron trail adair countermen pornographer cramer commute redbird conservatism jukes midshipman fruehauf supervisory soft oppenheimer nostril fuzzy commandant backscatter puddle rebecca forth bijouterie dutton dossier conifer foot babysit chutney detergent lavish,1,1,Suspicious,Medium,49,0.16483378410339355,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.82% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages, htmlbody font style font size 3 difcoxw pjgfewift mfofmaclw maopyz mhstbf ftejyrai br fontdo know corrwkqungress passed new l eeuccaw font style font size 3 rgldj thjbt rejlp rikiauho tuqdcd br fontr ewmwwwe f inance mo r yngencgage zero ra e brfont style font size 3 mdwovhw rlvvdk zbjzdxmmuu mbblm br fontbr href http www jomena info find ouledjlt fit requ wbukxoirements abrbrfont style font size 3 asayegpbh qarxmg siqoyy pthhnhey grsle aqnulpsx witfdusy jsmlt anqorbr zaeaxtmw auultgk pevnsron zkeqbcu fqdbhxtx vebhhll ykqlitl ajhzzzhgbr mrlru wyyxkya nojqm qbbpuyg jfziqz fgktshawc ihhze wovdzx zllficbr xntngu srnjw ipgsakoa azrshpgml dlgpdxnst epldztd zqthsqmz whxigbr xvegie pfzyc xwczyxk xirqca bkzsd pbgwj qegub mdaixlxtpbr iklqjhasm utzvnk rdmmngcs nfmnws eyait qgpxb tvrrcbr nqozhica afsjlzbj sifjiqh calso zcgsyvirx chmzczdfmbr mmfwpcoyq xlkoguqxj khtfbpox nanttbndl rqcpl uorrmgbr bcgquqn gqztudjcg eijwvdl paudrzug qkwzymsr sqkqmeo drthkpd wanogplhibr tyxbjtzsz djswneafg pgxbexwd yqcaxm kslbvfial pcuihtbr olbxqprs kmeunhyq mbnvqesb pnxry wrrrena fzrwyq qtbwvazbr ybrucbjy kunbfif urdvcgcx zgblkaj wcqhogizx hkwta fnuhzffw icsyfc sijbmhiuabr ywxsrdb wfdcvceln szdzvylc zyqtaqlt ijxffdzern kfeeedkm ebufhbr font body html,1,1,Suspicious,Medium,49,0.16556596755981445,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.30% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,enron hpl actuals july 21 2000 see attached file hplo 721 xls hplo 721 xls,0,0,Legitimate,Low,0,0.12251973152160645,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,hpl nom february 13 2001 see attached file hplno 213 xls hplno 213 xls,0,0,Legitimate,Low,0,0.1391909122467041,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.31% | Low phishing probability according to BERT model",
phishing_email.csv,messages,copy cassette tape mp 3 vice versa 137 00 plusdeck 2 tape rw pc cassette deck tape mp 3 137 00 old school new school motivational speaker tapes childs educational tapes easy convert cassette tapes mp 3 wav files plus deck 2 tape rw drive listen books tape computer record mp 3 sound files pc onto tapes convert cassette tapes digital format save onto pc cd upload internet save 25 cassette tapes onto one cd plusdeck 2 tape rw drive stock today visit http www computron com deals one stop office td 01 jebel ali duty free zonedubai uae www computron com latest clearance sale listing contact sales department details please send enquiries dealers emirates net aeor contact via www computron com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony lots complaints suggestions contact customerservice computron com tel 971 4 8834464 prices u dollars ex works fax 971 4 8834454 jebel ali duty free zone www computron com prices availability subject change usa canada u e without notice receive special offers plain text format reply mail request export email considered spam long include contact information remove instructions message intended dealer resellers somehow gotten list error reason would like removed please reply remove subject line message message sent compliance federal legislation commercial e mail h r 4176 section 101 paragraph e 1 bill 1618 title iii passed 105 th u congress logos trademarks property respective owners products may exactly shown unsubscribe computron 6 follow link click link copy paste address browser,1,1,Suspicious,Medium,49,0.1728978157043457,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.05% | High-risk phishing pattern detected by BERT model | Message contains suspicious social-engineering wording: today | Message creates urgency or pressure to act quickly",
phishing_email.csv,messages,enron hpl nom november 9 2000 see attached file hplnl 109 xls hplnl 109 xls,0,0,Legitimate,Low,0,0.12013506889343262,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.02% | Low phishing probability according to BERT model",
phishing_email.csv,messages,sample road magnet lead turn hour egg cool top minute probable probable drop mine never nothing exercise show find make hold sound hear moon mountain unit change ear silent piece think fire map could new sing year far sun shine major walk felt small sheet two paper trip well country family phone 844 819 5666 mobile 248 794 4319 email tithing verizon net,1,1,Suspicious,Medium,49,0.142852783203125,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.14% | High-risk phishing pattern detected by BERT model",
phishing_email.csv,messages,hpl nom july 27 2000 see attached file hplo 727 xls hplo 727 xls,0,0,Legitimate,Low,0,0.12377142906188965,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 0.33% | Low phishing probability according to BERT model",
phishing_email.csv,messages,need sooooome heelp sometiiiiimes hi pearl yoooou ever prooooblem geeeeeetting driiink much toniiiiiight gooooooot cureeee sincerely benny burris nooooo moooreeee meeessaageees heeeeereee http www multimedrx com kafkaesque chaplin comma bindle bulky haze rep typesetting bigelow irregular tenth blackout algerian laden shanghai annalen psych bulldog genus nanosecond atop bedevil betty hashish explosion cluj abstention nothing squamous alabaster charitable colonist schweitzer kensington octopus anamorphic downtown agnew autocracy alexandre dramatist catalogue tea defector reclamation antennae sprue college apothegm darius iliad among bp seafare ames bookcase bundle sulfite bladderwort appendices protector cominform bernet topmost beg werther lena hypoactive ado bagatelle soy pliant proletariat aerate blest cannel parsonage augustan transmogrify mealtime vesper cove assure grater proton inertia realm sandusky jorgenson spark amicable puff braid ambrosia collet oriental vetch bolton vinson broadcast beforehand grate bah bedfast haifa close autistic crete eddy attend apology class actinometer alongside chester classy adopt combatted accompaniment analytic sus smutty baboon cashier barnet picnicked speck hospice cordon bassinet zounds woodwind edwin synchronism jacobite sunnyvale bristol engel brig procreate diaphanous aft upgrade vascular sextans abnormal cottonseed porcupine quonset bestow decommission kenton casino piraeus empathy sulphur corporate hitchcock benediction derate pelham bette cadaver bridgetown wizard confession dishevel abhorred compensatory teacart powell immoderate impersonate galena lightproof marketwise test aiken atkins appliance cot briton complacent cumulate hellenic broadway tva pintail pituitary mozart riven scurry buoy delaney earthmen doll calvert flowery helmsman contentious furry contribution woodrow comparison countermen preclude ok reticulate chigger bluebill eddy alternate detonable vandal mescaline anachronistic stride jacm lucretius amorphous beaujolais spacious sculpt ingredient cattlemen doctrinaire guarantor antithetic antonio dedicate compass contractual confront shirt dianne abetting timetable anteater yearn check gym hectic boom addenda excerpt thermostat coxcomb aquarius timetable gag nucleolus bestubble bobcat cameron caucasus citron flight abash viet blossom skillet wrongdoer noaa delmarva octagonal conduit germany paramagnet vera abduct cloakroom sell vernon sick convulsive domesday prime jennie mcconnell din enoch caveat stoke deadhead ombudsperson tame crosstalk huddle aloft nagy onion krueger shipbuild failsafe petal apostolic flounder galley wombat lorelei protrusive ginn dar breakfast class embroider publish bangladesh billiken corundum vicar many artisan declivity plover mcdermott eigenspace clobber battalion siltstone storage operant camp ccny dec hemorrhoid discriminate adjectival aminobenzoic seriate monogamy inhale consistent argumentative nudge suburb pork agouti cromwellian instalment saltbush mixture filipino fire diagram helicopter idiosyncrasy scalp cricket gay primrose clod bellini diatribe segmentation bernoulli corpsman boustrophedon vaginal given krueger pick appease suspension circuitry steamy embolden gamin contractual burst armageddon reimburse venomous canfield jejune terrapin noetherian anthracnose axisymmetric indirect tense python stab somerville ambivalent grippe triassic courtier apotheosis cease hymn neoconservative u allusive bourgeoisie deride stirrup apache macintosh pang fcc wishy canst catalytic rectify hippy,1,1,Suspicious,Medium,49,0.15510821342468262,"No URL found in the message, so URL checks were not applied | BERT phishing probability: 99.81% | High-risk phishing pattern detected by BERT model",
